person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,previous_default,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_default
0.048387097,0.010673783,0.081300813,0.565217391,0.299438202,0.29,0,0,0,0,1,0
0.040322581,0.010673783,0.032520325,0.565217391,0.399438202,0.29,1,0,0,0,1,0
0.032258065,0.009739827,0.032520325,0.565217391,0.529213483,0.32,0,0,0,0,1,1
0.024193548,0.010923949,0.024390244,0.565217391,0.692134831,0.29,1,0,0,0,1,0
0.040322581,0.011007338,0.040650407,0.565217391,0.256741573,0.29,0,0,0,0,1,0
0.016129032,0.011007338,0.016260163,0.565217391,0.083707865,0.29,0,0,0,0,1,0
0.040322581,0.010006671,0,0.565217391,,0.31,0,0,0,0,1,1
0.040322581,0.011174783,0.073170732,0.565217391,0.487078652,0.28,0,0,0,0,1,0
0.016129032,0.002835223,0.032520325,0.072463768,0.341011236,0.14,0,1,0,0,0,0
0.024193548,0.011174783,0.06504065,0.565217391,0.487078652,0.28,0,0,0,0,1,0
0.024193548,0.008571047,0.024390244,0.565217391,0.549438202,0.31,1,0,0,0,1,1
0.032258065,0.011340894,0.040650407,0.565217391,0.36011236,0.28,0,0,0,0,1,0
0.032258065,0.002835223,0.032520325,0.15942029,0.381460674,0.29,0,0,1,0,0,0
0.024193548,0.010340227,0.008130081,0.565217391,0.488202247,0.3,0,0,0,0,1,1
0.016129032,0.010340227,0.024390244,0.565217391,0.505617978,0.3,0,0,0,0,1,1
0.032258065,0.011340894,0.032520325,0.565217391,0.523595506,0.28,1,0,0,0,1,0
0.032258065,0.01167445,0,0.565217391,0.408426966,0.27,0,0,0,0,1,0
0.016129032,0.002855237,0.024390244,0.032608696,0.644382022,0.08,1,1,0,0,0,1
0.040322581,0.011841227,0.06504065,0.565217391,,0.27,0,0,0,0,1,0
0.008064516,0.002871247,0.040650407,0.115942029,,0.21,1,1,0,0,0,1
0.040322581,0.002872081,0.032520325,0.231884058,0.236516854,0.4,0,1,0,0,0,0
0.032258065,0.011841227,0.032520325,0.565217391,0.194382022,0.27,0,0,0,0,1,0
0.048387097,0.011841227,0.040650407,0.565217391,0.083707865,0.27,0,0,0,0,1,0
0.048387097,0.011841227,0.024390244,0.565217391,,0.27,0,0,0,0,1,0
0.040322581,0.011841227,0,0.565217391,0.278651685,0.27,0,0,0,0,1,0
0.016129032,0.01084056,0.048780488,0.565217391,0.312921348,0.29,0,0,0,0,1,1
0.016129032,0.011841227,0.016260163,0.565217391,,0.27,0,0,0,0,1,0
0.008064516,0.00293529,0.048780488,0.205072464,,0.35,0,1,0,0,0,0
0.048387097,0.00293529,0.040650407,0.136231884,0.393258427,0.24,0,0,0,1,0,0
0.032258065,0.01084056,0,0.565217391,0.528089888,0.29,0,0,0,0,1,1
0.024193548,0.011941294,0.024390244,0.565217391,0.612359551,0.26,1,0,0,0,1,0
0.024193548,0.00925567,0,0.565217391,0.594382022,0.29,0,0,0,0,1,1
0.024193548,0.012008005,0.056910569,0.565217391,0.278089888,0.26,0,0,0,0,1,0
0.048387097,0.011007338,0.056910569,0.565217391,0.434831461,0.29,0,0,0,0,1,1
0.032258065,0.011007338,0.06504065,0.565217391,0.531460674,0.29,0,0,0,0,1,1
0.016129032,0.01217545,0.048780488,0.565217391,0.480898876,0.26,0,0,0,0,1,0
0.048387097,0.011174783,0,0.565217391,0.446067416,0.28,1,0,0,0,1,1
0.008064516,0.00293529,,0.192028986,0.088202247,0.33,0,0,0,1,0,0
0.016129032,0.00293529,,0.102173913,0,0.19,0,1,0,0,0,0
0.032258065,0.00293529,0.06504065,0.217391304,0,0.37,0,1,0,0,0,0
0.048387097,0.012341561,0.06504065,0.565217391,0.473595506,0.26,1,0,0,0,1,0
0.016129032,0.00293529,,0.101449275,0.425280899,0.19,0,1,0,0,0,0
0.048387097,0.00293529,,0.107246377,0.256741573,0.19,0,0,0,1,0,0
0.016129032,0.00293529,0.048780488,0.026086957,,0.06,0,1,0,0,0,0
0.830645161,0.012341561,0.056910569,0.565217391,,0.26,0,0,0,0,1,0
0.024193548,0.009539693,0.032520325,0.565217391,0.321348315,0.28,0,0,0,0,1,1
0.008064516,0.00293529,0.016260163,0.095652174,0.032022472,0.18,0,1,0,0,0,0
0.032258065,0.011340894,0.048780488,0.565217391,,0.28,1,0,0,0,1,1
0.024193548,0.012341561,0.024390244,0.565217391,0.346067416,0.26,0,0,0,0,1,0
0.024193548,0.01242495,0.056910569,0.565217391,0.473595506,0.25,1,0,0,0,1,0
0.024193548,0.012508339,0.040650407,0.565217391,0.644382022,0.25,1,0,0,0,1,0
0.024193548,0.012675117,0.032520325,0.565217391,0.139325843,0.25,0,0,0,0,1,0
0.024193548,0.00293529,0.016260163,0.15942029,0.407865169,0.28,0,0,0,1,0,0
0.016129032,0.009823215,0.048780488,0.565217391,0.533146067,0.27,0,0,0,0,1,1
0.032258065,0.012675117,0.024390244,0.565217391,0.429213483,0.25,0,0,0,0,1,0
0.040322581,0.012675117,0.056910569,0.565217391,0.194382022,0.25,0,0,0,0,1,0
0.024193548,0.00293529,0.056910569,0.043478261,0.042134831,0.09,0,1,0,0,0,0
0.016129032,0.012675117,0.024390244,0.565217391,0.480898876,0.25,1,0,0,0,1,0
0.016129032,0.00293529,0.024390244,0.231884058,0.062921348,0.39,0,0,0,1,0,0
0.048387097,0.009823215,0.016260163,0.565217391,0.473595506,0.27,0,0,0,0,1,1
0.048387097,0.00293529,0,0.014492754,0.27752809,0.05,0,1,0,0,0,0
0.040322581,0.011675117,0.016260163,0.565217391,0.591573034,0.27,1,0,0,0,1,1
0.040322581,0.012675784,0.073170732,0.565217391,0.496629213,0.25,1,0,0,0,1,0
0.024193548,0.012791861,0.056910569,0.565217391,0.353370787,0.25,0,0,0,0,1,0
0.016129032,0.012841895,0.024390244,0.565217391,0.453370787,0.25,0,0,0,0,1,0
0.032258065,0.00293529,0,0.043478261,0.529213483,0.09,0,1,0,0,0,1
0.016129032,0.013008672,0.048780488,0.565217391,,0.24,1,0,0,0,1,0
0.024193548,0.01201501,0.048780488,0.565217391,0.541011236,0.26,1,0,0,0,1,1
0.016129032,0.012117078,0.016260163,0.565217391,0.470224719,0.26,1,0,0,0,1,1
0.032258065,0.013258839,0.008130081,0.565217391,0.452808989,0.24,0,0,0,0,1,0
0.048387097,0.00293529,,0.072463768,0.075280899,0.14,0,0,0,1,0,0
0.024193548,0.013342228,0.056910569,0.565217391,0.319662921,0.24,0,0,0,0,1,0
0.040322581,0.013342228,0.073170732,0.565217391,0.47752809,0.24,0,0,0,0,1,0
0.024193548,0.00293529,0,0.113043478,0.399438202,0.2,0,0,0,1,0,0
0.008064516,0.00293529,0.016260163,0.275362319,0.321348315,0.46,0,1,0,0,0,0
0.032258065,0.012507672,0.016260163,0.565217391,0.488202247,0.25,0,0,0,0,1,1
0.024193548,0.013509006,0,0.565217391,0.116292135,0.24,0,0,0,0,1,0
0.040322581,0.013509006,0.024390244,0.565217391,0.271348315,0.24,0,0,0,0,1,0
0.048387097,0.011507672,0.024390244,0.565217391,0.399438202,0.27,0,0,0,0,1,1
0.008064516,0.002971314,0.016260163,0.028985507,0.361797753,0.07,0,1,0,0,0,0
0.024193548,0.002975317,0.008130081,0.246376812,0.138202247,0.41,0,0,0,1,0,0
0.040322581,0.013509006,0.032520325,0.565217391,,0.24,0,0,0,0,1,0
0.032258065,0.002993329,0.016260163,0.101449275,,0.18,0,1,0,0,0,0
0.016129032,0.013842562,0.040650407,0.565217391,0.473595506,0.23,0,0,0,0,1,0
0.024193548,0.003001334,0.032520325,0.15942029,0.438764045,0.27,0,0,0,1,0,0
0.016129032,0.014342895,0.040650407,0.565217391,,0.22,0,0,0,0,1,0
0.024193548,0.012341561,0,0.565217391,0.720786517,0.26,1,0,0,0,1,1
0.032258065,0.014342895,0.073170732,0.565217391,0.062921348,0.22,0,0,0,0,1,0
0.024193548,0.014342895,0.016260163,0.565217391,0.341011236,0.22,0,0,0,0,1,0
0.048387097,0.014342895,0.081300813,0.565217391,0.341011236,0.22,0,0,0,0,1,0
0.016129032,0.003002001,0.048780488,0.188405797,0.353370787,0.32,0,1,0,0,0,0
0.024193548,0.014342895,0,0.565217391,0.457865169,0.22,0,0,0,0,1,0
0.040322581,0.014547865,0.016260163,0.565217391,0.501685393,0.22,0,0,0,0,1,0
0.048387097,0.003002001,0.024390244,0.096376812,0.293820225,0.17,0,1,0,0,0,0
0.016129032,0.014676451,0.048780488,0.565217391,0.574719101,0.22,1,0,0,0,1,0
0.016129032,0.003002001,0.024390244,0.173913043,,0.3,0,1,0,0,0,0
0.040322581,0.003002001,0.073170732,0.155797101,0.06741573,0.27,0,1,0,0,0,1
0.040322581,0.01474433,0.073170732,0.565217391,0.215168539,0.22,0,0,0,0,1,0
0.016129032,0.003002001,0,0.055072464,0.353370787,0.11,0,1,0,0,0,0
0.032258065,0.003002001,0.06504065,0.217391304,0,0.36,0,1,0,0,0,0
0.048387097,0.014925284,0,0.565217391,0.226404494,0.21,0,0,0,0,1,0
0.024193548,0.003002001,0.040650407,0.030434783,0.116292135,0.07,0,1,0,0,0,1
0.016129032,0.015093396,0.016260163,0.565217391,,0.21,0,0,0,0,1,0
0.024193548,0.01317545,0.056910569,0.565217391,,0.24,0,0,0,0,1,1
0.024193548,0.015176785,0.016260163,0.565217391,0.312921348,0.21,0,0,0,0,1,0
0.032258065,0.015176785,0.032520325,0.565217391,,0.21,1,0,0,0,1,0
0.008064516,0.003002001,0.040650407,0.198550725,0.125842697,0.33,0,0,0,1,0,0
0.024193548,0.015343562,0.008130081,0.565217391,0.428089888,0.21,0,0,0,0,1,0
0.016129032,0.003002001,0.048780488,0.194202899,0.096629213,0.33,0,1,0,0,0,0
0.016129032,0.013542362,0.048780488,0.565217391,0.574719101,0.23,1,0,0,0,1,1
0.016129032,0.015677118,0.016260163,0.565217391,0.36011236,0.2,0,0,0,0,1,0
0.032258065,0.003002001,0.008130081,0.072463768,0.594382022,0.14,1,0,0,1,0,0
0.024193548,0.015843896,0.056910569,0.565217391,0.553932584,0.2,0,0,0,0,1,0
0.008064516,0.003002001,0.016260163,0.101449275,0.541011236,0.18,0,0,0,1,0,0
0.016129032,0.003002001,0.008130081,0.231884058,0.541011236,0.39,0,0,0,1,0,0
0.032258065,0.016010007,0,0.565217391,0.494382022,0.2,1,0,0,0,1,0
0.040322581,0.014008672,0,0.565217391,0.614044944,0.23,0,0,0,0,1,1
0.048387097,0.003002001,0.048780488,0.202898551,0.311235955,0.34,0,0,0,1,0,0
0.040322581,0.016010674,0.073170732,0.565217391,0.429213483,0.2,0,0,0,0,1,0
0.040322581,0.016010674,0.073170732,0.565217391,0.429213483,0.2,1,0,0,0,1,0
0.040322581,0.003002001,0,0.202898551,,0.34,1,0,0,1,0,0
0.024193548,0.003015344,0.024390244,0.179710145,,0.3,0,1,0,0,0,0
0.016129032,0.011807872,0.024390244,0.565217391,0.535955056,0.23,1,0,0,0,1,1
0.024193548,0.011807872,0.008130081,0.565217391,0.652808989,0.23,1,0,0,0,1,1
0.016129032,0.016010674,0,0.565217391,0.381460674,0.2,0,0,0,0,1,0
0.040322581,0.003045364,0.073170732,0.171014493,0.138202247,0.29,0,1,0,0,0,0
0.048387097,0.003051368,,0.142028986,0,0.24,0,0,0,1,0,0
0.048387097,0.016677785,0,0.565217391,0.298876404,0.19,0,0,0,0,1,0
0.024193548,0.014843229,0.048780488,0.565217391,0.438202247,0.22,0,0,0,0,1,1
0.024193548,0.015176785,0,0.565217391,0.515168539,0.21,1,0,0,0,1,1
0.040322581,0.017344897,0,0.565217391,,0.19,0,0,0,0,1,0
0.040322581,0.015493829,0.024390244,0.565217391,,0.21,0,0,0,0,1,1
0.024193548,0.017678452,0.024390244,0.565217391,0.393258427,0.18,0,0,0,0,1,0
0.016129032,0.017678452,0.056910569,0.565217391,0.491573034,0.18,0,0,0,0,1,0
0.016129032,0.017678452,0.048780488,0.565217391,0.466292135,0.18,0,0,0,0,1,0
0.032258065,0.017678452,0.008130081,0.565217391,0.278651685,0.18,0,0,0,0,1,0
0.024193548,0.017678452,0.016260163,0.565217391,,0.18,0,0,0,0,1,0
0.016129032,0.003135424,0.040650407,0.043478261,0.11741573,0.09,0,1,0,0,0,0
0.016129032,0.003135424,0,0.192028986,0.353370787,0.31,0,1,0,0,0,1
0.024193548,0.003135424,0.016260163,0.072463768,0.195505618,0.13,0,1,0,0,0,1
0.040322581,0.013509006,0.056910569,0.565217391,0.67247191,0.2,0,0,0,0,1,1
0.024193548,0.003135424,0.024390244,0.124637681,0.020786517,0.21,0,1,0,0,0,0
0.016129032,0.003135424,,0.226086957,0.403932584,0.36,1,1,0,0,0,1
0.024193548,0.019346231,0.032520325,0.565217391,0.278089888,0.17,0,0,0,0,1,0
0.032258065,0.003135424,0.024390244,0.123188406,0.333707865,0.21,0,0,0,1,0,0
0.032258065,0.019513009,0.06504065,0.565217391,0.195505618,0.17,0,0,0,0,1,0
0.024193548,0.02018012,0.056910569,0.565217391,0.319662921,0.16,0,0,0,0,1,0
0.016129032,0.003135424,0,0.072463768,0.197752809,0.13,0,1,0,0,0,0
0.040322581,0.021014009,0,0.565217391,0.553370787,0.15,0,0,0,0,1,0
0.048387097,0.021014009,0.081300813,0.565217391,0.432022472,0.15,1,0,0,0,1,0
0.024193548,0.003149433,0.032520325,0.15942029,0.594382022,0.26,0,1,0,0,0,0
0.032258065,0.021514343,0.024390244,0.565217391,0.38988764,0.15,1,0,0,0,1,0
0.016129032,0.003168779,0.040650407,0.293478261,0.11741573,0.46,0,1,0,0,0,0
0.008064516,0.003168779,0.016260163,0.188405797,0.195505618,0.3,0,1,0,0,0,0
0.040322581,0.022681788,0.073170732,0.565217391,0.062921348,0.14,0,0,0,0,1,0
0.032258065,0.022348232,0.016260163,0.565217391,0.593820225,0.14,1,0,0,0,1,1
0.024193548,0.003168779,0.056910569,0.089855072,0.665730337,0.16,1,1,0,0,0,1
0.048387097,0.024016011,0.008130081,0.565217391,0.706179775,0.14,0,0,0,0,1,1
0.016129032,0.026017345,0.048780488,0.565217391,0.116292135,0.13,0,0,0,0,1,0
0.016129032,0.003168779,0.016260163,0.124637681,0.257303371,0.21,0,1,0,0,0,0
0.048387097,0.026017345,0.024390244,0.565217391,0.256741573,0.13,0,0,0,0,1,0
0.048387097,0.027351568,0.008130081,0.565217391,0.333707865,0.12,0,0,0,0,1,0
0.048387097,0.028102068,0.024390244,0.565217391,0.36011236,0.12,0,0,0,0,1,0
0.008064516,0.003168779,0.048780488,0.072463768,0.445505618,0.13,0,1,0,0,0,0
0.040322581,0.028519013,0.024390244,0.565217391,0.52247191,0.11,1,0,0,0,1,0
0.040322581,0.003168779,,0.113043478,0.075280899,0.19,0,1,0,0,0,0
0.040322581,0.009006004,0.073170732,0.562318841,0.36011236,0.34,0,0,0,0,1,1
0.048387097,0.018679119,0.081300813,0.55942029,0.340449438,0.17,0,0,0,0,1,0
0.048387097,0.002585057,0,0,0.336516854,0.03,0,0,0,0,1,0
0.040322581,0.003168779,0.032520325,0.275362319,,0.43,1,1,0,0,0,1
0.008064516,0.002501668,0,0.005797101,0.385955056,0.04,0,0,0,0,1,0
0.016129032,0.003168779,0.032520325,0.188405797,0.535955056,0.3,1,1,0,0,0,0
0.040322581,0.002501668,0,0.007246377,0.385955056,0.04,1,0,0,0,1,0
0.024193548,0.001000667,,0.014492754,0.278089888,0.1,0,0,0,0,1,1
0.016129032,0.001000667,0,0.014492754,0.523595506,0.1,0,0,0,0,1,1
0.008064516,0.001024016,,0.014492754,0.45,0.1,0,0,0,0,1,1
0.016129032,0.003168779,0.008130081,0.055072464,0.236516854,0.1,0,1,0,0,0,0
0.008064516,0.003168779,0,0.055072464,0.381460674,0.1,0,0,1,0,0,0
0.024193548,0.001084056,,0.014492754,0.271348315,0.1,0,0,0,0,1,1
0.016129032,0.001204136,,0.014492754,0.425280899,0.09,0,0,0,0,1,0
0.016129032,0.001294196,0,0.014492754,0.480898876,0.09,0,0,0,0,1,0
0.024193548,0.001304203,,0.014492754,0.518539326,0.08,0,0,0,0,1,0
0.040322581,0.001334223,0,0.014492754,0.293820225,0.08,0,0,0,0,1,0
0.008064516,0.001334223,0.008130081,0.014492754,0.480898876,0.08,0,0,0,0,1,0
0.016129032,0.001334223,0,0.014492754,0.457865169,0.08,0,0,0,0,1,1
0.016129032,0.001374249,0.008130081,0.014492754,0.535955056,0.08,1,0,0,0,1,1
0.032258065,0.001622415,,0.014492754,0.257303371,0.07,0,0,0,0,1,1
0.008064516,0.00173449,0.008130081,0.014492754,0.610674157,0.07,0,0,0,0,1,1
0.024193548,0.00317545,0,0.043478261,0.319662921,0.09,0,0,0,1,0,0
0.008064516,0.00317545,0.008130081,0.130434783,,0.22,0,0,0,1,0,0
0.016129032,0.00173449,0.016260163,0.014492754,0.633146067,0.07,1,0,0,0,1,1
0.008064516,0.00317545,0,0.420289855,0.197752809,0.65,0,0,0,1,0,0
0.016129032,0.001834556,0,0.014492754,0.498876404,0.07,1,0,0,0,1,1
0.008064516,0.002001334,0.016260163,0.014492754,0.574719101,0.06,1,0,0,0,1,1
0.032258065,0.002134757,,0.014492754,0.341011236,0.06,0,0,0,0,1,0
0.016129032,0.002134757,0.016260163,0.014492754,0.452808989,0.06,1,0,0,0,1,0
0.032258065,0.002535023,0.016260163,0.014492754,0.399438202,0.05,0,0,0,0,1,0
0.024193548,0.005937292,0.040650407,0.536231884,0.292134831,0.48,0,0,0,0,1,1
0.016129032,0.005987325,0.032520325,0.536231884,0.379775281,0.48,0,0,0,0,1,1
0.040322581,0.007171448,0.032520325,0.536231884,0.369101124,0.4,0,0,0,0,1,1
0.040322581,0.007671781,0.016260163,0.536231884,0.312921348,0.38,0,0,0,0,1,1
0.040322581,0.008005337,0.040650407,0.536231884,,0.37,0,0,0,0,1,1
0.032258065,0.003252168,0.016260163,0.188405797,0.278651685,0.3,0,1,0,0,0,0
0.048387097,0.007254837,0.081300813,0.536231884,0.633707865,0.4,1,0,0,0,1,1
0.040322581,0.008338893,0.06504065,0.536231884,,0.35,1,0,0,0,1,1
0.016129032,0.008338893,0.048780488,0.536231884,,0.35,0,0,0,0,1,1
0.024193548,0.008436624,0.040650407,0.536231884,0.321348315,0.35,0,0,0,0,1,1
0.048387097,0.009673783,0.040650407,0.536231884,0.116292135,0.31,0,0,0,0,1,1
0.016129032,0.011007338,0.008130081,0.536231884,0.194382022,0.27,0,0,0,0,1,0
0.024193548,0.011340894,0.024390244,0.536231884,0.312921348,0.26,0,0,0,0,1,0
0.032258065,0.011507672,0.06504065,0.536231884,0.292134831,0.26,0,0,0,0,1,0
0.024193548,0.012341561,0.016260163,0.536231884,0.195505618,0.24,0,0,0,0,1,0
0.040322581,0.003322215,0,0.15942029,0.515168539,0.25,1,1,0,0,0,1
0.016129032,0.003329553,,0.057971014,0.252247191,0.1,0,0,0,1,0,0
0.048387097,0.015343562,0.048780488,0.536231884,0.438202247,0.2,1,0,0,0,1,0
0.032258065,0.016844563,0.016260163,0.536231884,0.385955056,0.18,1,0,0,0,1,0
0.032258065,0.028519013,0.008130081,0.536231884,0.340449438,0.11,0,0,0,0,1,0
0.048387097,0.007671781,0.081300813,0.534782609,,0.38,0,0,0,0,1,1
0.048387097,0.00850567,0.056910569,0.530434783,0.088202247,0.34,0,0,0,0,1,1
0.016129032,0.011007338,0.016260163,0.528985507,0.278651685,0.27,0,0,0,0,1,0
0.016129032,0.00542028,0,0.52826087,0.062921348,0.51,0,0,0,0,1,1
0.016129032,0.006504336,0.032520325,0.523188406,0.36011236,0.43,0,0,0,0,1,1
0.032258065,0.003335557,0,0.191304348,0.393258427,0.3,0,0,0,1,0,0
0.032258065,0.005053369,0.032520325,0.52173913,0.297191011,0.54,0,0,0,0,1,1
0.008064516,0.005336891,0.024390244,0.52173913,0.308426966,0.51,0,0,0,0,1,1
0.016129032,0.005670447,0.016260163,0.52173913,0.125842697,0.49,0,0,0,0,1,1
0.040322581,0.008636424,0.016260163,0.52173913,0.46011236,0.33,0,0,0,0,1,1
0.024193548,0.011707138,0.016260163,0.52173913,0.328089888,0.25,0,0,0,0,1,0
0.040322581,0.011841227,0,0.52173913,0.116292135,0.25,0,0,0,0,1,0
0.032258065,0.011507672,0,0.52173913,0.139325843,0.25,0,0,0,0,1,1
0.016129032,0.003335557,0.040650407,0.217391304,0.252247191,0.33,0,0,0,1,0,0
0.008064516,0.003335557,0,0.072463768,0.139325843,0.13,0,1,0,0,0,0
0.032258065,0.012341561,0.008130081,0.52173913,0.556741573,0.24,0,0,0,0,1,1
0.048387097,0.023515677,0.024390244,0.52173913,0.418539326,0.13,1,0,0,0,1,0
0.016129032,0.003335557,0.040650407,0.130434783,0.139325843,0.21,0,1,0,0,0,0
0.016129032,0.007486324,0.008130081,0.51884058,0.434831461,0.38,0,0,0,0,1,1
0.016129032,0.007671781,0.016260163,0.51884058,0.256741573,0.37,0,0,0,0,1,1
0.024193548,0.019346231,0.056910569,0.51884058,0.195505618,0.15,0,0,0,0,1,0
0.016129032,0.003335557,0.008130081,0.130434783,0.518539326,0.21,0,1,0,0,0,1
0.040322581,0.003335557,0,0.15942029,0.453370787,0.25,1,1,0,0,0,0
0.016129032,0.005003336,0,0.514492754,0.271348315,0.54,0,0,0,0,1,1
0.032258065,0.005170781,0.024390244,0.514492754,0.341011236,0.52,0,0,0,0,1,1
0.040322581,0.005086724,0.008130081,0.514492754,0.652808989,0.53,0,0,0,0,1,1
0.024193548,0.006421614,0,0.514492754,0.271348315,0.43,0,0,0,0,1,1
0.016129032,0.003335557,0.032520325,0.023188406,0,0.05,0,1,0,0,0,0
0.016129032,0.005503002,0.016260163,0.514492754,0.516292135,0.49,1,0,0,0,1,1
0.032258065,0.006937959,0.016260163,0.514492754,0.445505618,0.4,0,0,0,0,1,1
0.040322581,0.003335557,,0.153623188,0.032022472,0.24,0,1,0,0,0,0
0.024193548,0.00700467,0.048780488,0.514492754,0.299438202,0.4,0,0,0,0,1,1
0.040322581,0.00700467,0.06504065,0.514492754,0.496629213,0.4,0,0,0,0,1,1
0.040322581,0.008513009,0.032520325,0.514492754,0.682022472,0.33,0,0,0,0,1,1
0.040322581,0.007538359,,0.514492754,0.528651685,0.37,0,0,0,0,1,1
0.016129032,0.007671781,0.048780488,0.514492754,0.633707865,0.36,1,0,0,0,1,1
0.024193548,0.007671781,0.032520325,0.513768116,0.298876404,0.36,0,0,0,0,1,1
0.048387097,0.006671114,0,0.513768116,0.533146067,0.41,0,0,0,0,1,1
0.032258065,0.005336891,0.032520325,0.513043478,0.194382022,0.51,0,0,0,0,1,1
0.040322581,0.005403602,0.016260163,0.513043478,0.252247191,0.5,0,0,0,0,1,1
0.016129032,0.005336891,0.048780488,0.513043478,0.353370787,0.51,0,0,0,0,1,1
0.032258065,0.00850567,0.032520325,0.513043478,0.312921348,0.33,0,0,0,0,1,1
0.024193548,0.003835891,0.016260163,0.507246377,0.343820225,0.67,1,0,0,0,1,1
0.024193548,0.003335557,0.016260163,0.217391304,0.573033708,0.33,0,0,0,1,0,0
0.024193548,0.004836558,0.032520325,0.507246377,0.252247191,0.55,0,0,0,0,1,1
0.008064516,0.005336891,,0.507246377,0.250561798,0.5,0,0,0,0,1,1
0.008064516,0.004456304,0.040650407,0.507246377,0.452808989,0.59,1,0,0,0,1,1
0.024193548,0.006003336,0.016260163,0.507246377,0.215168539,0.45,0,0,0,0,1,1
0.040322581,0.006004003,0.016260163,0.507246377,0.432022472,0.45,1,0,0,0,1,1
0.016129032,0.003335557,0.016260163,0.130434783,0.312921348,0.21,0,1,0,0,0,0
0.040322581,0.006337558,0.024390244,0.507246377,0.042134831,0.43,0,0,0,0,1,1
0.032258065,0.003335557,0.024390244,0.217391304,0.032022472,0.33,0,1,0,0,0,0
0.032258065,0.003335557,0.008130081,0.055072464,0.116292135,0.1,0,0,0,1,0,0
0.032258065,0.006465143,0.073170732,0.507246377,0.315168539,0.42,1,0,0,0,1,1
0.032258065,0.006504336,0.073170732,0.507246377,0.139325843,0.42,0,0,0,0,1,1
0.016129032,0.006671114,0.056910569,0.507246377,0.457865169,0.41,1,0,0,0,1,1
0.032258065,0.006671114,0.048780488,0.507246377,0.379775281,0.41,0,0,0,0,1,1
0.040322581,0.005837225,0.024390244,0.507246377,0.661235955,0.46,0,0,0,0,1,1
0.016129032,0.007138092,0.048780488,0.507246377,0.551123596,0.38,1,0,0,0,1,1
0.016129032,0.007338225,0.040650407,0.507246377,,0.38,0,0,0,0,1,1
0.032258065,0.006337558,0.06504065,0.507246377,0.507865169,0.43,1,0,0,0,1,1
0.032258065,0.003335557,0.040650407,0.107246377,0.088202247,0.17,0,0,0,1,0,0
0.032258065,0.006571047,0.016260163,0.507246377,0.629775281,0.41,1,0,0,0,1,1
0.032258065,0.007671781,0.008130081,0.507246377,0.393258427,0.36,0,0,0,0,1,1
0.032258065,0.007671781,0.032520325,0.507246377,0.139325843,0.36,0,0,0,0,1,1
0.024193548,0.003335557,0.016260163,0.130434783,0.593820225,0.21,1,1,0,0,0,1
0.024193548,0.003335557,,0.107246377,0.312921348,0.17,0,0,0,1,0,0
0.048387097,0.007671781,0.040650407,0.507246377,0.432022472,0.36,0,0,0,0,1,1
0.016129032,0.007671781,0.048780488,0.507246377,0.470224719,0.36,0,0,0,0,1,1
0.016129032,0.003335557,0.024390244,0.057971014,0.290449438,0.1,0,0,0,1,0,0
0.016129032,0.008005337,0.048780488,0.507246377,,0.35,0,0,0,0,1,1
0.016129032,0.003335557,0.008130081,0.15942029,0.407865169,0.25,1,0,0,1,0,0
0.040322581,0.008005337,0.016260163,0.507246377,0.424719101,0.35,0,0,0,0,1,1
0.016129032,0.008005337,0.008130081,0.507246377,0.473595506,0.35,1,0,0,0,1,1
0.040322581,0.008093062,0.073170732,0.507246377,0.381460674,0.34,0,0,0,0,1,1
0.016129032,0.007106404,0.048780488,0.507246377,0.297191011,0.39,0,0,0,0,1,1
0.032258065,0.007338225,0.040650407,0.507246377,0.062921348,0.38,0,0,0,0,1,1
0.024193548,0.003335557,0,0.217391304,0.020786517,0.33,0,0,0,1,0,0
0.040322581,0.00850567,0.016260163,0.507246377,0.416853933,0.33,0,0,0,0,1,1
0.040322581,0.008563042,0.016260163,0.507246377,0.312921348,0.33,0,0,0,0,1,1
0.024193548,0.003335557,0.040650407,0.025362319,0.319662921,0.06,0,1,0,0,0,1
0.032258065,0.008672448,0.016260163,0.507246377,0.452808989,0.32,0,0,0,0,1,1
0.008064516,0.007671781,0.016260163,0.507246377,0.523595506,0.36,0,0,0,0,1,1
0.040322581,0.009006004,0.048780488,0.507246377,,0.31,0,0,0,0,1,1
0.008064516,0.008045364,0.040650407,0.507246377,0.801685393,0.34,0,0,0,0,1,1
0.048387097,0.008172115,0.016260163,0.507246377,0.661235955,0.34,1,0,0,0,1,1
0.016129032,0.00933956,0.024390244,0.507246377,0.612359551,0.3,0,0,0,0,1,0
0.016129032,0.00933956,0,0.507246377,0.219662921,0.3,0,0,0,0,1,0
0.040322581,0.009589726,0.008130081,0.507246377,0.438764045,0.29,1,0,0,0,1,0
0.048387097,0.003335557,0.081300813,0.130434783,0.125842697,0.21,0,1,0,0,0,1
0.016129032,0.009673115,0,0.507246377,0.473595506,0.29,1,0,0,0,1,0
0.024193548,0.003335557,0.008130081,0.147826087,0.236516854,0.23,0,1,0,0,0,0
0.032258065,0.003335557,0.016260163,0.275362319,0.084269663,0.42,0,0,0,1,0,0
0.016129032,0.009839893,0,0.507246377,0.236516854,0.29,0,0,0,0,1,0
0.024193548,0.009839893,0.008130081,0.507246377,0.312921348,0.29,0,0,0,0,1,0
